FoodName,DiningHall,Breakfast,Lunch,Dinner,Mealtime,Vegan,Vegetarian,Halal,Image,Description
Chicken Parmesan,Commons,0,1,0,Lunch,0,0,0,https://www.budgetbytes.com/wp-content/uploads/2024/04/Chicken-Parmesan-Overhead-500x500.jpg,"Breaded chicken parmesan topped with marinara and cheese, delivering a classic Italian dish."
Shrimp Scampi,Commons,0,1,0,Lunch,0,0,0,"https://assets.bonappetit.com/photos/58a4e12a9fda6d7fbc740e91/1:1/w_3333,h_3333,c_limit/shrimp-scampi.jpg","Tender shrimp scampi cooked in garlic butter sauce, served over pasta for a luxurious meal."
Pesto Gnocchi,Commons,0,1,0,Lunch,0,0,0,https://www.insidetherustickitchen.com/wp-content/uploads/2020/05/Pesto-gnocchi-1200px-Inside-the-rustic-kitchen.jpg,"Soft pesto gnocchi, tossed in a flavorful sauce for a comforting dish."
Bean and Roasted Vegetable Ratatouille,Commons,0,1,0,Lunch,1,1,1,https://www.diannesvegankitchen.com/wp-content/uploads/2021/09/feature-ratatouille-5.jpg,"Hearty bean and roasted vegetable ratatouille, offering a colorful mix of flavors."
Roasted Squash,Commons,0,1,0,Lunch,0,0,0,https://www.noracooks.com/wp-content/uploads/2022/08/roasted-squash-and-zucchini-5.jpg,"Sweet roasted squash, caramelized for a delightful and nutritious side."
Garlic Bread,Commons,0,1,0,Lunch,0,0,0,https://www.budgetbytes.com/wp-content/uploads/2023/08/Garlic-Bread-close.jpg,"Warm garlic bread, perfect for dipping or enjoying alongside pasta dishes."
Spaghetti with Marinara Sauce,Commons,0,1,0,Lunch,1,1,1,https://www.cookingclassy.com/wp-content/uploads/2016/06/marinara-sauce-18.jpg,"Classic spaghetti with marinara sauce, offering a comforting and filling meal."
Garlic Shrimp Pasta Bake,Commons,0,1,0,Lunch,0,0,0,https://www.the-pasta-project.com/wp-content/uploads/Penne-Pasta-1.jpg,"Cheesy garlic shrimp pasta bake, perfect for a hearty and satisfying dinner."
Penne,Commons,0,1,0,Lunch,1,1,1,https://www.the-pasta-project.com/wp-content/uploads/Penne-Pasta-1.jpg,"Soft penne pasta, perfect for pairing with various sauces and toppings."
Alfredo Sauce,Commons,0,1,0,Lunch,0,0,0,https://www.allrecipes.com/thmb/9aWCdbfttLcsW2dFQWwVQBGJM3E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/AR-236973-CreamyAlfredoSauce-0238-4x3-1-01e7091f47ae452d991abe32cbed5921.jpg,"Creamy alfredo sauce, perfect for tossing with pasta for a rich dish."
Cheese Pizza,Commons,0,1,0,Lunch,0,1,0,https://kitchenatics.com/wp-content/uploads/2020/09/Cheese-pizza-1.jpg,Classic cheese pizza topped with tomato sauce and mozzarella for a delicious meal.
Pepperoni Pizza,Commons,0,1,0,Lunch,0,0,0,https://againstthegraingourmet.com/cdn/shop/products/Pepperoni_Pizza_Beauty_1000x1000.jpg?v=1658703726,"Classic pepperoni pizza, featuring spicy pepperoni slices atop gooey cheese."
Goat Cheese Pizza,Commons,0,1,0,Lunch,0,0,0,https://www.fuegowoodfiredovens.com/wp-content/uploads/2022/08/goats-cheese-caramelised-onions-and-fig-pizza.jpg,Flavorful goat cheese pizza topped with fresh ingredients for a savory option.
Breadsticks,Commons,0,1,0,Lunch,0,1,0,https://sugarspunrun.com/wp-content/uploads/2021/09/Homemade-Breadsticks-Recipe-1-of-1.jpg,"Soft breadsticks, perfect for dipping in marinara or enjoying with meals."
Cajun Chicken Pasta,Commons,0,1,0,Lunch,0,0,0,https://thecozycook.com/wp-content/uploads/2020/06/Cajun-Chicken-Pasta-f-2.jpg,"Spicy cajun chicken pasta, delivering bold flavors and a satisfying meal."
Taco Pizza,Commons,0,1,0,Lunch,0,0,0,https://www.the-girl-who-ate-everything.com/wp-content/uploads/2018/06/taco-pizza-recipe-003.jpg,Unique taco pizza topped with seasoned beef and all your favorite toppings.
Pesto Cream Sauce,Commons,0,1,0,Lunch,0,0,0,https://richanddelish.com/wp-content/uploads/2023/02/creamy-pesto-pasta-1.jpg,"Creamy pesto cream sauce, perfect for tossing with pasta or drizzling on pizzas."
Sausage Mostaccioli,Commons,0,1,0,Lunch,0,0,0,https://www.safeway.ca/wp-content/uploads/2020/11/recipe-mostaccioli-with-sausage-sobetys.jpg,Hearty sausage mostaccioli baked with cheese and marinara for a comforting dish.
BBQ Chicken Pizza,Commons,0,1,0,Lunch,0,0,0,https://www.allrecipes.com/thmb/qZ7LKGV1_RYDCgYGSgfMn40nmks=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/AR-24878-bbq-chicken-pizza-beauty-4x3-39cd80585ad04941914dca4bd82eae3d.jpg,"Sweet BBQ chicken pizza, topped with tangy barbecue sauce and grilled chicken."
Blush Sauce,Commons,0,1,0,Lunch,0,0,0,https://www.cento.com/images/recipes/sauce/gnocchi_alla_rosa_sauce.jpg,"Rich blush sauce, a creamy tomato sauce perfect for pasta or as a dip."
Butternut Ravioli with Sherry Dijon Sauce,Commons,0,1,0,Lunch,0,1,0,https://images.squarespace-cdn.com/content/v1/5fc3cd76affbf90a66fc921d/1615258844310-R4UHOKENB2EBFIYAFNG2/IMG_1614.jpeg,"Delicate butternut ravioli tossed in a rich sherry Dijon sauce, offering a sweet and savory flavor combo."
Beef Bolognese,Commons,0,1,0,Lunch,0,0,0,https://www.inspiredtaste.net/wp-content/uploads/2023/02/Bolognese-Recipe-4-1200.jpg,"Hearty beef bolognese sauce simmered to perfection, served over pasta."
Breakfast Pizza,Commons,0,1,0,Lunch,0,0,0,https://www.foodandwine.com/thmb/EUnl_kGLgYVYMozLPuTw_8zR98s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/smoky-breakfast-pizzas-FT-RECIPE0221-62397ac0094d415ab70803bde96d978f.jpg,"Fluffy breakfast pizza topped with eggs, cheese, and your choice of meats."
Baked Lemon Butter Salmon Pasta,Commons,0,1,0,Lunch,0,0,0,https://www.spendwithpennies.com/wp-content/uploads/2017/09/Lemon-Butter-Salmon-Pasta4.jpg,"Baked lemon butter salmon pasta, offering a light and flavorful seafood option."
Margherita Pizza,Commons,0,1,0,Lunch,0,1,0,https://ohsweetbasil.com/wp-content/uploads/four-cheese-margherita-pizza-recipe-12-scaled.jpg,Classic margherita pizza topped with fresh basil and tomatoes for a light option.
Arrabbiata Sauce,Commons,0,1,0,Lunch,1,1,1,https://www.allrecipes.com/thmb/cKuuSa-mhucjER_3SqM_x6c53W0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/11839-ArrabbiataSauce-ddmfs-Step-3-0866-931c7a20ef584ae889e191f26afa6651.jpg,"Spicy arrabbiata sauce, perfect for pasta lovers seeking a kick of heat."
Fried Eggs,Commons,0,1,0,Lunch,0,0,0,https://www.onceuponachef.com/images/2024/04/Fried-Egg-Hero-3-scaled.jpg,"Fluffy fried eggs cooked to perfection, perfect for breakfast or brunch."
Sausage Patties,Commons,0,1,0,Lunch,0,0,0,https://iambaker.net/wp-content/uploads/2019/09/sausage-2.jpg,"Savory sausage patties, providing a hearty protein option for breakfast."
Bacon,Commons,0,1,0,Lunch,0,0,0,https://www.bhg.com/thmb/37ps0cuGNH1cCfaGASICj5ySyFs=/4000x0/filters:no_upscale():strip_icc()/BHG-recipes-breakfast-meats-how-to-cook-bacon-hero-01-aa03bb2a34ec4135b80085a1da6bfe67.jpg,"Crispy bacon strips, adding flavor to breakfast or brunch dishes."
Everything Bagel,Commons,0,1,0,Lunch,0,0,1,https://www.newyorkerbagels.com/cdn/shop/files/everything-bagels-single-739_1200x1200.jpg?v=1719342355,Everything bagel topped with seeds and spices for a flavorful breakfast option.
Three Cheese Grilled Cheese,Commons,0,1,0,Lunch,0,1,1,https://dfwblobstorage.blob.core.windows.net/images/Recipe/Ultimate-Three-Cheese-Grilled-Cheese-wc.jpg,Grilled cheese sandwich with three cheeses for a comforting and gooey option.
Grilled Cheese with Bacon,Commons,0,1,0,Lunch,0,0,0,https://stordfkenticomedia.blob.core.windows.net/df-us/rms/media/recipesmedia/recipes/retail/desktopimages/2019/jul/2019_df_retail_bacon-pimento-cheese-grilled-cheese_20883_cropped_600.jpg?ext=.jpg,Grilled cheese sandwich with crispy bacon for a savory twist on a classic.
Grilled Hamburger Patties,Commons,0,1,0,Lunch,0,0,0,https://www.afamilyfeast.com/wp-content/uploads/2021/05/Perfect-Grilled-Burgers-2.jpg,"Juicy grilled hamburger patties, perfect for assembling your favorite burgers."
Roasted Poblano and Black Bean Burger,Commons,0,1,0,Lunch,1,1,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTw-p5pLm71fHoLQ_42trg_UnZP9G8_6q4BEA&s,"Flavorful roasted poblano and black bean burger, offering a hearty plant-based option."
Cheese Quesadilla,Commons,0,1,0,Lunch,0,0,0,https://www.sidechef.com/recipe/7d2c70c5-6c07-4937-aa96-ce1be05d2cbf.jpg?d=1408x1120,"Cheesy quesadilla filled with melted cheese, perfect for a quick meal."
Black Bean and Corn Quesadilla,Commons,0,1,0,Lunch,0,1,1,https://www.budgetbytes.com/wp-content/uploads/2012/02/Hearty-Black-Bean-Quesadillas-stack.jpg,"Quesadilla filled with black beans and corn, offering a flavorful vegetarian option."
Taqueria Salsa Roja,Commons,0,1,0,Lunch,1,1,0,https://patijinich.com/wp-content/uploads/2019/08/804-street-style-salsa.jpg,"Fresh taqueria salsa roja, offering a spicy and flavorful dipping option."
Taqueria Tortilla Chips,Commons,0,1,0,Lunch,1,1,0,https://mexicanmademeatless.com/wp-content/uploads/2024/01/Salsa-Taquera-Recipe.jpg,"Crispy taqueria tortilla chips, perfect for snacking or dipping."
Honey Orange Grilled Chicken,Commons,0,1,0,Lunch,0,0,0,https://www.foodnetwork.com/content/dam/images/food/fullset/2011/4/8/0/NY0813H_honey-orange-bbq-chicken_s4x3.jpg,"Sweet honey orange grilled chicken, providing a flavorful main dish."
Smashed Redskin Potatoes,Commons,0,1,0,Lunch,1,1,1,https://cookingformysoul.com/wp-content/uploads/2022/10/feat-red-mashed-potatoes-min.jpg,"Creamy smashed redskin potatoes, buttery and flavorful, perfect as a side dish."
Fresh Fruit Salad,Commons,0,1,0,Lunch,1,1,1,https://www.momontimeout.com/wp-content/uploads/2021/06/fruit-salad-square.jpeg,"Fresh fruit salad featuring seasonal fruits, providing a light and refreshing option."
Three Bean Salad,Commons,0,1,0,Lunch,1,1,0,https://www.simplyrecipes.com/thmb/kLkHx6jmSO89c_OsC08mOU8O91w=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__simply_recipes__uploads__2006__05__three-bean-salad-horiz-a-1600-b357b4d8fc644f7e95983f51c8ef5572.jpg,"Hearty three bean salad, combining various beans for a nutritious dish."
Hard Shell Beef Tacos,Commons,0,1,0,Lunch,0,0,0,https://www.onceuponachef.com/images/2023/08/Beef-Tacos-760x570.jpg,"Crunchy hard shell beef tacos, perfect for filling with your favorite toppings."
Spicy Pinto Beans,Commons,0,1,0,Lunch,1,1,1,https://spicysouthernkitchen.com/wp-content/uploads/Slow-Cooker-Spicy-Pinto-Beans-5.jpg,"Spicy pinto beans, seasoned and perfect for adding to various dishes."
Ejotes a la Mexicana,Commons,0,1,0,Lunch,1,1,1,https://inmamamaggieskitchen.com/wp-content/uploads/2022/08/Ejotes-a-la-Mexicana-.jpg,"Flavorful ejotes a la mexicana, offering a fresh green bean dish."
Jicama Slaw,Commons,0,1,0,Lunch,1,1,1,https://www.savoryonline.com/app/uploads/recipes/216564/gingery-jicama-slaw.jpg,"Crunchy jicama slaw, providing a refreshing and crisp side option."
Honey Dijon Chicken Thighs,Commons,0,1,0,Lunch,0,0,1,https://cravingtasty.com/wp-content/uploads/2018/09/Honey-Mustard-Chicken-Recipe-10.jpg,"Tender honey dijon chicken thighs, baked for a sweet and savory flavor."
Herbed Quinoa,Commons,0,1,0,Lunch,0,0,0,https://www.oatmealwithafork.com/wp-content/uploads/2016/06/Lemon-Herb-Quinoa-3-480x270.jpg,"Herbed quinoa, providing a nutritious and flavorful base for various meals."
"Zucchini, Squash, Peppers, Carrots",Commons,0,1,0,Lunch,1,1,1,https://www.walderwellness.com/wp-content/uploads/2022/06/Zucchini-Stir-Fry-Vegan-Walder-Wellness-2.jpg,"Colorful mix of zucchini, squash, peppers, and carrots, offering a fresh veggie option."
Germon Potato Salad,Commons,0,1,0,Lunch,1,1,0,https://i2.wp.com/www.downshiftology.com/wp-content/uploads/2023/04/German-Potato-Salad-8.jpg,"Creamy German potato salad, offering a tangy and delicious side dish."
Garlic Sauteed Snap Peas,Commons,0,1,0,Lunch,1,1,1,https://ohsweetbasil.com/wp-content/uploads/garlic-sauteed-sugar-snap-peas-4-scaled.jpg,"Garlic sautéed snap peas, providing a fresh and crunchy side option."
Lentil Pasta Salad,Commons,0,1,0,Lunch,0,0,0,https://www.monicanedeff.com/wp-content/uploads/2020/07/red-lentil-pasta-salad-recipe-500x500.jpg,"Hearty lentil pasta salad, combining lentils with pasta for a filling dish."
Meatballs and Marinara,Commons,0,1,0,Lunch,0,0,0,https://cupfulofkale.com/wp-content/uploads/2020/01/Vegan-Meatballs-in-Marinara-Sauce-720x720.jpeg,Tender meatballs served with marinara sauce over pasta for a comforting meal.
Cauliflower Rice,Commons,0,1,0,Lunch,1,1,1,https://i2.wp.com/www.downshiftology.com/wp-content/uploads/2019/12/Cauliflower-Rice-main.jpg,"Fluffy cauliflower rice, offering a low-carb alternative for various dishes."
Roasted Zucchini and Red Onion,Commons,0,1,0,Lunch,1,1,1,https://veronikaskitchen.com/wp-content/uploads/2022/04/Mediterranean-Roasted-Vegetables-9131.jpg,"Sweet roasted zucchini and red onion, caramelized for a flavorful side."
Brussel Sprout Slaw,Commons,0,1,0,Lunch,1,1,1,"https://images.immediate.co.uk/production/volatile/sites/30/2022/10/Brussels-sprout-slaw-ed5062d.jpg?quality=90&resize=556,505","Crunchy Brussels sprout slaw, providing a fresh and zesty side option."
Tiramisu Parfait,Commons,0,1,0,Lunch,0,0,0,https://constantlycooking.com/wp-content/uploads/2021/02/easy-tiramisu-parfaits-hero2.jpg,Decadent tiramisu parfait featuring layers of coffee-flavored cake and mascarpone.
Smores Parfait,Commons,0,1,0,Lunch,0,0,0,https://www.thepinningmama.com/wp-content/uploads/2014/01/Smores-parfait-dessert-1-web-559x559.jpg,"Sweet s'mores parfait made with graham crackers, chocolate, and marshmallows."
Lemon Parfait,Commons,0,1,0,Lunch,0,0,0,https://www.thelifejolie.com/wp-content/uploads/2022/07/Featured-Lemon-Parfait-Cups-Recipe-The-Life-Jolie.jpg,Light lemon parfait made with creamy lemon filling and a crumbly crust.
Snickerdoodle Parfait,Commons,0,1,0,Lunch,0,0,0,https://images.squarespace-cdn.com/content/v1/5ed13dd3465af021e2c1342b/1640046543274-X7QOGSMMLN9BWLXE625G/IMG_7685.jpg?format=750w,Delicious snickerdoodle parfait with layers of cinnamon and sugar goodness.
PB & J Parfait,Commons,0,1,0,Lunch,0,0,0,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgNchHG34bA998Rrn7qfwng-Kzww6VGWTDjXQXtJ__4YmG8HF-jnvTjnrd9OQEl9ahYWYhzMXBXfBg4cCWZ_udK-tVZAjN5tg9XZcirkoXaCR4I1P7fq4j2fbDE6KE0TZ1faZHOINQQMr62/s1600/Peanut+Butter+&+Jelly+Parfait+2+IMG_1902fc.jpg,"Classic PB & J parfait layered with peanut butter, jelly, and bread crumbs."
Thai Chicken Soup,Commons,0,1,0,Lunch,0,0,0,https://www.allrecipes.com/thmb/GbHbtC4sZqIbPuQ__xU15oUP5xk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Thai-Chicken-Noodle-Soup-lutzflcat-2000-44a47caeddc044a184eb5041e4756192.jpeg,Flavorful Thai chicken soup packed with spices and fresh ingredients.
Tomato Basil Soup,Commons,0,1,0,Lunch,0,0,0,https://therecipecritic.com/wp-content/uploads/2019/10/CE584C80-05AB-4560-9C2A-9D9F059EC932.jpeg,"Creamy tomato basil soup, perfect for dipping grilled cheese sandwiches."
Loaded Potato Soup,Commons,0,1,0,Lunch,0,0,0,https://www.saltandlavender.com/wp-content/uploads/2019/10/loaded-baked-potato-soup-recipe-3.jpg,Hearty loaded potato soup topped with cheese and bacon for a comforting meal.
Grasshopper Brownies,Commons,0,1,0,Lunch,0,0,0,https://static01.nyt.com/images/2017/12/13/dining/grasshopper-brownies/grasshopper-brownies-superJumbo.jpg,"Rich grasshopper brownies with mint flavor, perfect for chocolate lovers."
Monkey Bread,Commons,0,1,0,Lunch,0,1,0,https://www.allrecipes.com/thmb/-dLfRrFCfsyjOBKaaBjhXH3XHfo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1116785-monkey-bread-from-scratch-Dianashh-4x3-1-c9e63a12cc4c472a8de5dafdc2be81e8.jpg,"Soft and sweet monkey bread, perfect for sharing or enjoying on your own."
Red Velvet Whoopie Pie,Commons,0,1,0,Lunch,0,0,0,https://food.fnr.sndimg.com/content/dam/images/food/fullset/2009/12/13/0/FNM_010110-Sugar-Fix-003_s4x3.jpg.rend.hgtvcom.1280.1280.suffix/1371591074099.webp,"Decadent red velvet whoopie pie with cream cheese filling, perfect for dessert."
Spapillas,Commons,0,1,0,Lunch,0,1,0,https://www.allrecipes.com/thmb/mQxnWO--CJjqbWuVUMYIiMjVIBE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/AR-23047-real-sopapillas-DDMFS-4x3-6b54c79245ca4775a11f34d4f3e0e135.jpg,"Flaky sopapillas drizzled with honey, offering a sweet and crispy treat."
Cannoli with Ricotta and Chocolate Chips,Commons,0,1,0,Lunch,0,0,0,https://bakerbynature.com/wp-content/uploads/2016/11/untitled-35-of-101.jpg,"Delicious cannoli filled with ricotta and chocolate chips, offering a classic dessert."
Chocolate Chip Blondie,Commons,0,1,0,Lunch,0,0,0,https://www.mybakingaddiction.com/wp-content/uploads/2013/02/chocolate-chip-blondies-on-parchment.jpg,"Soft chocolate chip blondie bars, sweet and chewy, perfect for dessert."
Trix Cereal Bars,Commons,0,1,0,Lunch,0,0,0,https://mojo.generalmills.com/api/public/content/wUpInZf33EKCf3QEuuT1Lg_gmi_hi_res_jpeg.jpeg?v=a09696d0&t=eae6004af7d84bc5a9fa522ac84b14a8,"Crunchy Trix cereal bars, offering a sweet snack for any time of the day."
Lemon Bars,Commons,0,1,0,Lunch,0,0,1,https://preppykitchen.com/wp-content/uploads/2020/02/Lemon-bars-1x1-2.jpg,"Tangy lemon bars with a buttery crust, perfect for a refreshing dessert."
Red Velvet Cupcake,Commons,0,1,0,Lunch,0,0,0,https://www.2teaspoons.com/wp-content/uploads/2018/02/Red-Velvet-Cupcakes-IMG_2074-square.jpg,Soft red velvet cupcakes topped with creamy frosting for a delightful dessert.
Drip Coffee,Peets,,,,,1,1,1,https://www.pngkey.com/png/detail/529-5295198_coffee-in-a-cup-clipart-coffee-tea-cold.png,"Rich and bold drip coffee, brewed to perfection, delivering a classic coffee experience for any time of day."
Espresso,Peets,,,,,1,1,1,"https://peets-shop.imgix.net/products/espresso.png?v=1597269388&auto=format,compress&w=540","Intense espresso shot with a smooth, velvety texture, perfect for a quick caffeine boost or base for other drinks."
Americano,Peets,,,,,1,1,1,"https://peets-shop.imgix.net/products/caffe-americano.png?v=1597269387&auto=format,compress&w=540","Espresso diluted with hot water, creating a rich yet smooth beverage that balances strength and flavor perfectly."
Cappuccino,Peets,,,,,0,1,0,"https://peets-shop.imgix.net/products/cappuccino.png?v=1597269390&auto=format,compress&w=540","Velvety steamed milk combined with espresso and topped with a frothy layer, creating a classic Italian coffee experience."
Latte,Peets,,,,,0,1,0,"https://peets-shop.imgix.net/products/caffe-latte.png?v=1597269391&auto=format,compress&w=540","Creamy espresso drink with steamed milk and a light foam topping, offering a smooth, sweet coffee experience."
Vanilla Latte,Peets,,,,,0,1,0,"https://peets-shop.imgix.net/products/vanilla-caffe-latte.png?v=1597269391&auto=format,compress&w=540","Creamy latte infused with vanilla syrup, providing a delightful and fragrant twist on a classic favorite."
Caramel Macchiato,Peets,,,,,0,1,0,"https://peets-shop.imgix.net/products/caramel-macchiato.png?v=1597269393&auto=format,compress&w=540","Espresso layered with caramel and milk, topped with foam, delivering a sweet and indulgent coffee experience."
Mocha,Peets,,,,,0,1,0,"https://peets-shop.imgix.net/products/caffe-mocha.png?v=1597269393&auto=format,compress&w=540","Rich espresso blended with steamed milk and chocolate, topped with whipped cream for a decadent treat."
White Chotolate Mocha,Peets,,,,,0,1,0,"https://peets-shop.imgix.net/products/white-chocolate-mocha.png?v=1597269394&auto=format,compress&w=540","Creamy white chocolate mocha made with espresso, steamed milk, and sweet white chocolate, offering a luxurious taste."
Brewed Tea,Peets,,,,,1,1,1,https://karampdx.com/wp-content/uploads/2021/01/Iced-tea.jpg,"Fragrant brewed tea, steeped to perfection, available in a variety of flavors to suit any palate."
Matcha Latte,Peets,,,,,0,1,0,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQwBv97lcWHquRg10Gaeh6p3WKGILtLkkzkXA&s,"Whisked matcha green tea blended with steamed milk, delivering a rich, creamy drink packed with antioxidants."
Chai Latte,Peets,,,,,0,1,0,"https://peets-shop.imgix.net/products/chai-latte.png?v=1597269392&auto=format,compress&w=540","Spiced chai tea mixed with steamed milk, creating a warming, aromatic beverage that’s perfect for cozy moments."
Hot Cocoa,Peets,,,,,0,1,0,"https://peets-shop.imgix.net/files/24RET_Fall_Digital_Food___Bev_1266x1492_Fiery_Mocha.png?v=1723762458&auto=format,compress&w=2160","Rich hot cocoa made with chocolate and steamed milk, offering a sweet and comforting drink for chocolate lovers."
Cold Brew,Peets,,,,,1,1,1,"https://peets-shop.imgix.net/products/cold-brew-iced-coffee.png?v=1597269387&auto=format,compress&w=2160","Smooth cold brew coffee, steeped for hours for a rich, bold flavor, perfect for a refreshing pick-me-up."
Nitro Cold Brew,Peets,,,,,1,1,1,https://cdn.shopify.com/s/files/1/0319/0764/3436/products/nitro-cold-brew.png?v=1597269388,"Cold brew infused with nitrogen for a creamy, frothy texture, offering a unique twist on classic cold coffee."
Cold Brew Oat Latte,Peets,,,,,0,1,0,"https://peets-shop.imgix.net/files/24RET_Fall_Digital_Food___Bev_1266x1492_Firey_Iced_Mocha.png?v=1723761921&auto=format,compress","Cold brew coffee blended with oat milk, creating a smooth, creamy drink that’s dairy-free and delicious."
Horchata Cold Brew Oat Latte,Peets,,,,,0,1,0,https://www.peets.com/cdn/shop/products/horchata-cold-brew-oat-latte.png?v=1597269390//www.peets.com/cdn/shop/products/horchata-cold-brew-oat-latte.png?v=1597269390&w=1080,"Cold brew coffee with oat milk and horchata flavors, offering a refreshing and spiced coffee experience."
Black Tie,Peets,,,,,0,1,0,https://www.peets.com/cdn/shop/products/black-tie.png?v=1597269387//www.peets.com/cdn/shop/products/black-tie.png?v=1597269387&w=1080,"Delightful blend of espresso and steamed milk with chocolate and vanilla flavors, delivering a rich and indulgent drink."
Iced Latte,Peets,,,,,0,1,0,"https://peets-shop.imgix.net/products/iced-latte.png?v=1597269390&auto=format,compress&w=540","Chilled espresso drink with cold milk over ice, creating a refreshing coffee experience perfect for warm days."
Iced Vanilla Latte,Peets,,,,,0,1,0,"https://peets-shop.imgix.net/products/iced-vanilla-latte.png?v=1597269391&auto=format,compress&w=540","Iced drink with espresso, cold milk, and vanilla syrup, delivering a creamy and sweet coffee experience over ice."
Iced Mocha,Peets,,,,,0,1,0,"https://peets-shop.imgix.net/products/iced-caffe-mocha.png?v=1597269393&auto=format,compress&w=540","Chilled espresso drink blended with chocolate and served over ice, perfect for those who love mocha flavors."
Mocha Frappé,Peets,,,,,0,1,0,https://www.peets.com/cdn/shop/products/mocha-blended-iced_4a68ef2a-fc4d-46a4-9d56-caf25adc065f.png?v=1622071618//www.peets.com/cdn/shop/products/mocha-blended-iced_4a68ef2a-fc4d-46a4-9d56-caf25adc065f.png?v=1622071618&w=1080,"Creamy frappé made with coffee, milk, and ice, topped with whipped cream for a delicious frozen treat."
Caramel Frappé,Peets,,,,,0,1,0,https://www.peets.com/cdn/shop/products/caramel-blended-iced_fe4adba1-db6a-4c3b-9fe4-655cc68d5482.png?v=1622071311//www.peets.com/cdn/shop/products/caramel-blended-iced_fe4adba1-db6a-4c3b-9fe4-655cc68d5482.png?v=1622071311&w=1080,"Sweet and creamy frappé made with coffee, milk, and caramel, providing a delightful dessert-like coffee experience."
Iced Tea,Peets,,,,,1,1,1,"https://peets-shop.imgix.net/files/24SUMMER-MOA-Sparkling_Black_Tea_Passion_Fruit-PDP-Page-Origin-1266x1492.png?v=1717529682&auto=format,compress&w=2160","Refreshing iced tea, available in various flavors, offering a light and revitalizing beverage for warm days."
Iced Tea Lemonade,Peets,,,,,0,1,0,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.peets.com%2Fproducts%2Ficed-black-tea-lemonade&psig=AOvVaw0yhH3YOXSCH9aSUbk0qk5w&ust=1729896760663000&source=images&cd=vfe&opi=89978449&ved=0CBQQjRxqFwoTCNiSvOONqIkDFQAAAAAdAAAAABAY,"Iced tea mixed with lemonade, creating a refreshing and tangy drink perfect for quenching thirst on hot days."
Strawberry Lemon Tea Shaker,Peets,,,,,0,1,0,https://www.peets.com/products/strawberry-lemon-tea-shaker-with-brown-sugar-jelly,"Vibrant strawberry lemonade shaken with iced tea, providing a fruity and refreshing beverage for summer sipping."
Iced Chai Latte,Peets,,,,,0,1,0,"https://peets-shop.imgix.net/products/iced-chai-latte.png?v=1597269392&auto=format,compress&w=540","Iced drink featuring spiced chai, blended with milk for a cool, creamy take on a classic favorite."
Iced Matcha Latte,Peets,,,,,0,1,0,"https://peets-shop.imgix.net/products/iced-matcha-green-tea-latte.png?v=1597269392&auto=format,compress&w=540","Iced drink made with matcha green tea and milk, delivering a refreshing, energizing beverage with unique flavor."
Matcha Frappé,Peets,,,,,0,1,0,"https://peets-shop.imgix.net/products/matcha-blended-iced_870255cd-b0e1-4a4e-8340-a7b80961274c.png?v=1622071537&auto=format,compress&w=540","Creamy frappé made with matcha green tea and ice, offering a delicious and refreshing treat for matcha lovers."
Almond Milk,Peets,,,,,1,1,0,https://nutritionrefined.com/wp-content/uploads/2016/11/almond-milk-recipe-nutrition-refined.jpg,"Creamy almond milk option, perfect for adding a nutty flavor to your favorite coffee or tea drinks."
Oat Milk,Peets,,,,,1,1,0,https://www.znaturalfoods.com/cdn-cgi/image/width=828/https://www.znaturalfoods.com/api/proxy?url=https%3A%2F%2Fcdn.shopify.com%2Fs%2Ffiles%2F1%2F0294%2F1134%2F4521%2Ffiles%2FOat-Milk-Powder-Organic-Milk-Z-Natural-Foods-7.jpg%3Fv%3D1720729872,"Smooth oat milk, offering a dairy-free alternative for coffee drinks, providing creaminess without overpowering flavors."
Ripple Barista Milk,Peets,,,,,0,1,0,https://rankiq-prod.s3.us-east-2.amazonaws.com/ca5d752a-733f-44c4-bcc0-253770bdeaa4,"Plant-based milk option designed for baristas, perfect for creating creamy drinks that foam beautifully."
Chicory Syrup,Peets,,,,,0,1,0,https://www.shantitea.ca/images/blog-images/86159/chicory-syrup__large.png,"Sweet chicory syrup, adding a unique, caramel-like flavor to your favorite coffee beverages."
Coconut Syrup,Peets,,,,,0,1,0,https://m.media-amazon.com/images/I/51XAiQW86zL.jpg,"Coconut syrup, perfect for adding a tropical twist to coffee and desserts with a sweet coconut flavor."
Hazelnut Syrup,Peets,,,,,0,1,0,https://www.readingcoffee.com/cdn/shop/products/Monin_Hazelnut_Syrup.jpg?v=1711589643,"Rich hazelnut syrup, providing a nutty and sweet flavor to enhance any coffee drink."
